Source,Target,Type,ID,Label,Weighted
2,35,Undirected,259,,0.405361294
2,36,Undirected,260,,0.617799439
2,37,Undirected,261,,0.461617137
2,38,Undirected,262,,0.260139967
2,39,Undirected,263,,0.447006902
2,40,Undirected,264,,0.296181602
2,41,Undirected,265,,0.154613499
2,42,Undirected,266,,0.125595415
2,43,Undirected,267,,0.336952782
2,44,Undirected,268,,0.217722958
2,45,Undirected,269,,0.081357836
2,46,Undirected,270,,0.115329028
2,47,Undirected,271,,0.116521989
2,48,Undirected,272,,0.506895675
2,49,Undirected,273,,0.35481066
2,50,Undirected,274,,0.252212064
2,51,Undirected,275,,0.134776661
2,52,Undirected,276,,0.2530939
2,53,Undirected,277,,0.454697653
2,54,Undirected,278,,0.524126539
2,55,Undirected,279,,0.343829658
2,56,Undirected,280,,0.616277366
2,57,Undirected,281,,0.766011511
2,58,Undirected,282,,0.882156643
2,59,Undirected,283,,0.753251557
2,60,Undirected,284,,0.582272832
2,61,Undirected,285,,0.655386965
2,62,Undirected,286,,0.499548085
2,63,Undirected,287,,0.956464193
2,64,Undirected,288,,0.939072341
2,65,Undirected,289,,0.842618578
2,66,Undirected,290,,0.753344966
2,67,Undirected,291,,0.786665757
2,68,Undirected,292,,0.660605548
2,69,Undirected,293,,0.936952827
2,70,Undirected,294,,0.942716906
2,71,Undirected,295,,0.861312903
2,72,Undirected,296,,0.915827686
2,73,Undirected,297,,0.983149287
2,74,Undirected,298,,0.942781921
2,75,Undirected,299,,0.867195645
2,76,Undirected,300,,0.809682312
2,77,Undirected,301,,0.734835506
2,78,Undirected,302,,0.874293543
2,79,Undirected,303,,0.790135145
2,80,Undirected,304,,0.626211625
2,81,Undirected,305,,0.802520413
2,82,Undirected,306,,0.667563934
2,83,Undirected,307,,0.822790605
2,84,Undirected,308,,0.596115943
2,85,Undirected,309,,0.621000756
2,86,Undirected,310,,0.439625467
2,87,Undirected,311,,0.902970119
2,88,Undirected,312,,0.877899451
2,89,Undirected,313,,0.932566349
2,90,Undirected,314,,0.77273358
2,91,Undirected,315,,0.899984687
2,92,Undirected,316,,0.851708461
2,93,Undirected,317,,0.924684125
2,94,Undirected,318,,0.747657669
2,95,Undirected,319,,0.703517719
2,96,Undirected,320,,0.668119628
2,97,Undirected,321,,0.637465242
2,98,Undirected,322,,0.661059919
2,99,Undirected,323,,0.727515343
2,100,Undirected,324,,0.764243601
2,101,Undirected,325,,0.800267103
2,102,Undirected,326,,0.958001634
2,103,Undirected,327,,0.77333394
2,104,Undirected,328,,0.72578152
2,105,Undirected,329,,0.844758519
2,106,Undirected,330,,0.719344755
2,107,Undirected,331,,0.896508168
2,108,Undirected,332,,0.873070252
2,109,Undirected,333,,0.943467456
2,110,Undirected,334,,0.816027432
2,111,Undirected,335,,0.909503053
2,112,Undirected,336,,0.847304138
2,113,Undirected,337,,0.715784174
2,114,Undirected,338,,0.8367783
2,115,Undirected,339,,0.884299927
2,116,Undirected,340,,0.89568089
2,117,Undirected,341,,0.885573365
2,118,Undirected,342,,0.724039433
2,119,Undirected,343,,0.673109753
2,120,Undirected,344,,0.64249383
2,121,Undirected,345,,0.713075099
2,122,Undirected,346,,0.809991015
2,123,Undirected,347,,0.713563773
2,124,Undirected,348,,0.87018476
2,125,Undirected,349,,0.773459726
2,126,Undirected,350,,0.65595361
2,127,Undirected,351,,0.541681609
2,128,Undirected,352,,0.372894288
2,129,Undirected,353,,0.555423985
2,130,Undirected,354,,0.44426748
2,131,Undirected,355,,0.52136115
2,132,Undirected,356,,0.778914202
2,133,Undirected,357,,0.61433935
2,134,Undirected,358,,0.815180605
2,135,Undirected,359,,0.836894202
2,136,Undirected,360,,0.790974932
2,137,Undirected,361,,0.963906076
2,138,Undirected,362,,0.615531191
2,139,Undirected,363,,0.49105661
2,140,Undirected,364,,0.689837207
2,141,Undirected,365,,0.899570624
2,142,Undirected,366,,0.798868853
2,143,Undirected,367,,0.829990724
2,144,Undirected,368,,0.925434408
2,145,Undirected,369,,0.785713455
2,146,Undirected,370,,0.605040999
2,147,Undirected,371,,0.685581705
2,148,Undirected,372,,0.56379032
2,149,Undirected,373,,0.905626253
2,150,Undirected,374,,0.837641295
2,151,Undirected,375,,0.657202783
2,152,Undirected,376,,0.859923393
2,153,Undirected,377,,0.879116698
2,154,Undirected,378,,0.952936977
2,155,Undirected,379,,0.810329747
2,156,Undirected,380,,0.364548936
2,157,Undirected,381,,0.531092182
2,158,Undirected,382,,0.61030416
2,159,Undirected,383,,0.791258963
2,160,Undirected,384,,0.849729553
2,161,Undirected,385,,0.665774859
2,162,Undirected,386,,0.594804321
2,163,Undirected,387,,0.651533541
2,164,Undirected,388,,0.637931721
2,165,Undirected,389,,0.837872754
2,166,Undirected,390,,0.872411949
2,167,Undirected,391,,0.672806354
2,168,Undirected,392,,0.27620837
2,169,Undirected,393,,0.319024441
2,170,Undirected,394,,0.241804763
2,171,Undirected,395,,0.294440352
2,172,Undirected,396,,0.202862892
2,173,Undirected,397,,0.445761549
2,174,Undirected,398,,0.543015837
2,175,Undirected,399,,0.379162366
2,176,Undirected,400,,0.41724243
2,177,Undirected,401,,0.276149313
2,178,Undirected,402,,0.272920013
2,179,Undirected,403,,0.192924773
2,180,Undirected,404,,0.485472526
2,181,Undirected,405,,0.277670721
2,182,Undirected,406,,0.222203478
2,183,Undirected,407,,0.072817667
2,184,Undirected,408,,0.040233871
2,185,Undirected,409,,0.329115426
2,186,Undirected,410,,0.216244072
2,187,Undirected,411,,0.081867635
2,188,Undirected,412,,0.139060145
2,189,Undirected,413,,0.101072316
2,190,Undirected,414,,0.250184771
2,191,Undirected,415,,0.134397016
2,192,Undirected,416,,0
2,193,Undirected,417,,0.017283131
2,194,Undirected,418,,0.269173332
2,195,Undirected,419,,0.330708486
2,196,Undirected,420,,0.116046248
2,197,Undirected,421,,0.512534778
2,198,Undirected,422,,0.592554171
2,199,Undirected,423,,0.318153903
2,200,Undirected,424,,0.572326485
2,201,Undirected,425,,0.327128577
2,202,Undirected,426,,0.147888236
2,203,Undirected,427,,0.356542565
2,204,Undirected,428,,0.198070114
2,205,Undirected,429,,0.207805633
2,206,Undirected,430,,0.134740916
2,207,Undirected,431,,0.336895546
2,208,Undirected,432,,0.075709752
2,209,Undirected,433,,0.255165066
2,210,Undirected,434,,0.064597388
2,211,Undirected,435,,0.127889399
2,212,Undirected,436,,0.369311949
2,213,Undirected,437,,0.606539581
2,214,Undirected,438,,0.525389813
2,215,Undirected,439,,0.21451912
2,216,Undirected,440,,0.483711878
2,217,Undirected,441,,0.359639637
2,218,Undirected,442,,0.242332259
2,219,Undirected,443,,0.271793649
2,220,Undirected,444,,0.497129449
2,221,Undirected,445,,0.375483732
2,222,Undirected,446,,0.455487266
2,223,Undirected,447,,0.61944413
2,224,Undirected,448,,0.521439245
3,1,Undirected,449,,0.893719454
3,2,Undirected,450,,0.816677685
3,3,Undirected,451,,1
3,4,Undirected,452,,0.89174377
3,5,Undirected,453,,0.874671665
3,6,Undirected,454,,0.954080601
3,7,Undirected,455,,0.93923288
3,8,Undirected,456,,0.724455345
3,9,Undirected,457,,0.913060779
3,10,Undirected,458,,0.713730334
3,11,Undirected,459,,0.646852673
3,12,Undirected,460,,0.743597743
3,13,Undirected,461,,0.562127829
3,14,Undirected,462,,0.785596837
3,15,Undirected,463,,0.673702622
3,16,Undirected,464,,0.865565441
3,17,Undirected,465,,0.861080211
3,18,Undirected,466,,0.69697868
3,19,Undirected,467,,0.775260089
3,20,Undirected,468,,0.890849291
3,21,Undirected,469,,0.784555484
3,22,Undirected,470,,0.587268696
3,23,Undirected,471,,0.70216989
3,24,Undirected,472,,0.575613137
3,25,Undirected,473,,0.893368208
3,26,Undirected,474,,0.900900759
3,27,Undirected,475,,0.728176898
3,28,Undirected,476,,0.85587384
3,29,Undirected,477,,0.778887032
3,30,Undirected,478,,0.864435083
3,31,Undirected,479,,0.820043435
3,32,Undirected,480,,0.647190696
3,33,Undirected,481,,0.509518271
3,34,Undirected,482,,0.587421141
3,35,Undirected,483,,0.587809731
3,36,Undirected,484,,0.795253379
3,37,Undirected,485,,0.642824514
3,38,Undirected,486,,0.443456523
3,39,Undirected,487,,0.629663836
3,40,Undirected,488,,0.479476348
3,41,Undirected,489,,0.337931394
3,42,Undirected,490,,0.308702666
3,43,Undirected,491,,0.51913236
3,44,Undirected,492,,0.40073283
3,45,Undirected,493,,0.264654702
3,46,Undirected,494,,0.298575234
3,47,Undirected,495,,0.299797462
3,48,Undirected,496,,0.6888205
3,49,Undirected,497,,0.537074055
3,50,Undirected,498,,0.435039518
3,51,Undirected,499,,0.317993347
3,52,Undirected,500,,0.435633754
3,53,Undirected,501,,0.635416275
3,54,Undirected,502,,0.7024991
3,55,Undirected,503,,0.525437517
3,56,Undirected,504,,0.793984848
3,57,Undirected,505,,0.904809853
3,58,Undirected,506,,0.868485495
3,59,Undirected,507,,0.89680364
3,60,Undirected,508,,0.762226335
3,61,Undirected,509,,0.824757335
3,62,Undirected,510,,0.679533296
3,63,Undirected,511,,0.820308584
3,64,Undirected,512,,0.873311117
3,65,Undirected,513,,0.956859646
3,66,Undirected,514,,0.935205562
3,67,Undirected,515,,0.949844441
3,68,Undirected,516,,0.842057879
3,69,Undirected,517,,0.841968328
3,70,Undirected,518,,0.780373647
3,71,Undirected,519,,0.937936333
3,72,Undirected,520,,0.733020441
3,73,Undirected,521,,0.803687978
3,74,Undirected,522,,0.871115471
3,75,Undirected,523,,0.683937231
3,76,Undirected,524,,0.627471173
3,77,Undirected,525,,0.551736304
3,78,Undirected,526,,0.694547238
3,79,Undirected,527,,0.925009237
3,80,Undirected,528,,0.802810595
3,81,Undirected,529,,0.922058953
3,82,Undirected,530,,0.849830268
3,83,Undirected,531,,0.945177369
3,84,Undirected,532,,0.774971884
3,85,Undirected,533,,0.800647571
3,86,Undirected,534,,0.622401982
3,87,Undirected,535,,0.851306288
3,88,Undirected,536,,0.922182167
3,89,Undirected,537,,0.842550488
3,90,Undirected,538,,0.935719917
3,91,Undirected,539,,0.74090731
3,92,Undirected,540,,0.677166202
3,93,Undirected,541,,0.829359074
3,94,Undirected,542,,0.56548686
3,95,Undirected,543,,0.520233242
3,96,Undirected,544,,0.484801794
3,97,Undirected,545,,0.45416566
3,98,Undirected,546,,0.477746118
3,99,Undirected,547,,0.544613435
3,100,Undirected,548,,0.581788715
3,101,Undirected,549,,0.617172702
3,102,Undirected,550,,0.776393545
3,103,Undirected,551,,0.591759759
3,104,Undirected,552,,0.543591647
3,105,Undirected,553,,0.663772224
3,106,Undirected,554,,0.536285568
3,107,Undirected,555,,0.713290275
3,108,Undirected,556,,0.691498833
3,109,Undirected,557,,0.870537813
3,110,Undirected,558,,0.639906391
3,111,Undirected,559,,0.758271105
3,112,Undirected,560,,0.675311484
3,113,Undirected,561,,0.536218982
3,114,Undirected,562,,0.666058786
3,115,Undirected,563,,0.844023665
3,116,Undirected,564,,0.72681399
3,117,Undirected,565,,0.875093787
3,118,Undirected,566,,0.5436772
3,119,Undirected,567,,0.491019626
3,120,Undirected,568,,0.459521276
3,121,Undirected,569,,0.531148956
3,122,Undirected,570,,0.63837009
3,123,Undirected,571,,0.533700036
3,124,Undirected,572,,0.709331453
3,125,Undirected,573,,0.922291774
3,126,Undirected,574,,0.835367898
3,127,Undirected,575,,0.723641595
3,128,Undirected,576,,0.555104128
3,129,Undirected,577,,0.738631705
3,130,Undirected,578,,0.627508104
3,131,Undirected,579,,0.704479877
3,132,Undirected,580,,0.958910191
3,133,Undirected,581,,0.797537851
3,134,Undirected,582,,0.944895349
3,135,Undirected,583,,0.957469221
3,136,Undirected,584,,0.966339441
3,137,Undirected,585,,0.852280486
3,138,Undirected,586,,0.791580792
3,139,Undirected,587,,0.672588259
3,140,Undirected,588,,0.868645062
3,141,Undirected,589,,0.858578835
3,142,Undirected,590,,0.893141805
3,143,Undirected,591,,0.879684616
3,144,Undirected,592,,0.827003953
3,145,Undirected,593,,0.917694767
3,146,Undirected,594,,0.774276204
3,147,Undirected,595,,0.855370242
3,148,Undirected,596,,0.741345728
3,149,Undirected,597,,0.748435084
3,150,Undirected,598,,0.897399586
3,151,Undirected,599,,0.829859401
3,152,Undirected,600,,0.897238507
3,153,Undirected,601,,0.705188751
3,154,Undirected,602,,0.826812311
3,155,Undirected,603,,0.627999362
3,156,Undirected,604,,0.545913857
3,157,Undirected,605,,0.710474505
3,158,Undirected,606,,0.793581833
3,159,Undirected,607,,0.967605056
3,160,Undirected,608,,0.963954072
3,161,Undirected,609,,0.84877409
3,162,Undirected,610,,0.778007815
3,163,Undirected,611,,0.828469415
3,164,Undirected,612,,0.817503702
3,165,Undirected,613,,0.95999328
3,166,Undirected,614,,0.935482518
3,167,Undirected,615,,0.854677547
3,168,Undirected,616,,0.458634391
3,169,Undirected,617,,0.50230449
3,170,Undirected,618,,0.425111386
3,171,Undirected,619,,0.47774238
3,172,Undirected,620,,0.386099604
3,173,Undirected,621,,0.629003273
3,174,Undirected,622,,0.72604726
3,175,Undirected,623,,0.562482452
3,176,Undirected,624,,0.599340777
3,177,Undirected,625,,0.45902343
3,178,Undirected,626,,0.456013562
3,179,Undirected,627,,0.375960621
3,180,Undirected,628,,0.668169928
3,181,Undirected,629,,0.460978833
3,182,Undirected,630,,0.405482662
3,183,Undirected,631,,0.256012533
3,184,Undirected,632,,0.223516019
3,185,Undirected,633,,0.512417737
3,186,Undirected,634,,0.399434212
3,187,Undirected,635,,0.264615294
3,188,Undirected,636,,0.322376881
3,189,Undirected,637,,0.284230354
3,190,Undirected,638,,0.433258211
3,191,Undirected,639,,0.317671505
3,192,Undirected,640,,0.183126481
3,193,Undirected,641,,0.200594702
3,194,Undirected,642,,0.452137518
3,195,Undirected,643,,0.513971226
3,196,Undirected,644,,0.299368554
3,197,Undirected,645,,0.695856109
3,198,Undirected,646,,0.775481777
3,199,Undirected,647,,0.501135634
3,200,Undirected,648,,0.755626108
3,201,Undirected,649,,0.510149071
3,202,Undirected,650,,0.330808531
3,203,Undirected,651,,0.539660219
3,204,Undirected,652,,0.380490705
3,205,Undirected,653,,0.389939244
3,206,Undirected,654,,0.317455709
3,207,Undirected,655,,0.518795498
3,208,Undirected,656,,0.258636014
3,209,Undirected,657,,0.436717603
3,210,Undirected,658,,0.247537055
3,211,Undirected,659,,0.310620766
3,212,Undirected,660,,0.552614695
3,213,Undirected,661,,0.78406611
3,214,Undirected,662,,0.707809736
3,215,Undirected,663,,0.397652567
3,216,Undirected,664,,0.664927563
3,217,Undirected,665,,0.542585415
3,218,Undirected,666,,0.423205438
3,219,Undirected,667,,0.4538223
3,220,Undirected,668,,0.674372426
3,221,Undirected,669,,0.5565515
3,222,Undirected,670,,0.63547578
3,223,Undirected,671,,0.788790562
3,224,Undirected,672,,0.69822211
4,1,Undirected,673,,0.785768473
4,2,Undirected,674,,0.917659964
4,3,Undirected,675,,0.89174377
4,4,Undirected,676,,1
4,5,Undirected,677,,0.969517139
4,6,Undirected,678,,0.845888641
4,7,Undirected,679,,0.832963735
4,8,Undirected,680,,0.616218937
4,9,Undirected,681,,0.810257714
4,10,Undirected,682,,0.818019351
4,11,Undirected,683,,0.752688866
4,12,Undirected,684,,0.848176441
4,13,Undirected,685,,0.666424831
4,14,Undirected,686,,0.879683752
4,15,Undirected,687,,0.771220964
4,16,Undirected,688,,0.922212445
4,17,Undirected,689,,0.756450566
4,18,Undirected,690,,0.588774657
4,19,Undirected,691,,0.667317765
4,20,Undirected,692,,0.8100927
4,21,Undirected,693,,0.67850507
4,22,Undirected,694,,0.479014094
4,23,Undirected,695,,0.595067973
4,24,Undirected,696,,0.467398629
4,25,Undirected,697,,0.808561484
4,26,Undirected,698,,0.853139978
4,27,Undirected,699,,0.804705319
4,28,Undirected,700,,0.869599062
4,29,Undirected,701,,0.674281504
4,30,Undirected,702,,0.845041365
4,31,Undirected,703,,0.721012047
4,32,Undirected,704,,0.542464483
4,33,Undirected,705,,0.403103511
4,34,Undirected,706,,0.481790416
4,35,Undirected,707,,0.485014469
4,36,Undirected,708,,0.699179304
4,37,Undirected,709,,0.542107735
4,38,Undirected,710,,0.337944158
4,39,Undirected,711,,0.526353305
4,40,Undirected,712,,0.374223525
4,41,Undirected,713,,0.232214602
4,42,Undirected,714,,0.20450456
4,43,Undirected,715,,0.416948741
4,44,Undirected,716,,0.29678667
4,45,Undirected,717,,0.158728809
4,46,Undirected,718,,0.193795609
4,47,Undirected,719,,0.193719186
4,48,Undirected,720,,0.586836134
4,49,Undirected,721,,0.434715249
4,50,Undirected,722,,0.331565205
4,51,Undirected,723,,0.213357639
4,52,Undirected,724,,0.332816497
4,53,Undirected,725,,0.535451901
4,54,Undirected,726,,0.605552865
4,55,Undirected,727,,0.424246803
4,56,Undirected,728,,0.697609773
4,57,Undirected,729,,0.848010797
4,58,Undirected,730,,0.941360702
4,59,Undirected,731,,0.835318116
4,60,Undirected,732,,0.663049335
4,61,Undirected,733,,0.737611323
4,62,Undirected,734,,0.580525714
4,63,Undirected,735,,0.928543875
4,64,Undirected,736,,0.977922322
4,65,Undirected,737,,0.92372233
4,66,Undirected,738,,0.831614412
4,67,Undirected,739,,0.868066855
4,68,Undirected,740,,0.740261209
4,69,Undirected,741,,0.948431687
4,70,Undirected,742,,0.888534801
4,71,Undirected,743,,0.943283526
4,72,Undirected,744,,0.837592133
4,73,Undirected,745,,0.902234359
4,74,Undirected,746,,0.953948678
4,75,Undirected,747,,0.787193068
4,76,Undirected,748,,0.733704982
4,77,Undirected,749,,0.657029477
4,78,Undirected,750,,0.801671461
4,79,Undirected,751,,0.872363215
4,80,Undirected,752,,0.707747806
4,81,Undirected,753,,0.884330405
4,82,Undirected,754,,0.746607327
4,83,Undirected,755,,0.905111728
4,84,Undirected,756,,0.677222066
4,85,Undirected,757,,0.701752467
4,86,Undirected,758,,0.51884031
4,87,Undirected,759,,0.943229563
4,88,Undirected,760,,0.960154524
4,89,Undirected,761,,0.948031052
4,90,Undirected,762,,0.854561815
4,91,Undirected,763,,0.848829781
4,92,Undirected,764,,0.785327521
4,93,Undirected,765,,0.932895813
4,94,Undirected,766,,0.666232465
4,95,Undirected,767,,0.624971839
4,96,Undirected,768,,0.589167252
4,97,Undirected,769,,0.558899143
4,98,Undirected,770,,0.582024743
4,99,Undirected,771,,0.650349704
4,100,Undirected,772,,0.683015887
4,101,Undirected,773,,0.722243922
4,102,Undirected,774,,0.881118072
4,103,Undirected,775,,0.698618065
